,title,ingredients,directions,link,source,NER
1700676,Whole Grilled Red Snapper with Jicama Slaw,"['1 (2 1/2 to 3-pound) whole red snapper', '3 tablespoons extra-virgin olive oil', '1 heaping tablespoon chopped cilantro, marjoram or thyme leaves', '1 small lemon', '1 medium sized jicama', '1 medium sized carrot', '2 scallions, thinly sliced', 'Chopped cilantro', '1/4 cup rice wine vinegar', '1/8 cup fresh lime juice', '1 teaspoon sugar', 'Thai chile paste, to taste, optional']","['To make the Snapper: Have your fish monger clean and scale the red snapper, making sure gills and fins have been removed.', 'In a plastic bag, marinate the fish in olive oil and your fresh herb of choice (cilantro matches well with the jicama slaw) for 2 hours in the refrigerator.', 'Cut the lemon into small wedges and stuff them into the cavity of the fish.', 'While the fish is marinating, make the Slaw: Julienne the jicama and the carrot.', 'Mix in the scallion and cilantro.', 'Combine the rice wine vinegar, fresh lime juice, sugar, and chili paste, if using, in a small bowl to dissolve the sugar and then toss with the vegetables.', 'Place the slaw in the refrigerator and chill.', 'To grill the snapper: Place the marinated fish into a grilling basket, making sure to wipe off any excess marinade which can cause the fire to flare up.', 'Use a high heat, and grill fish for about 10 minutes per inch of thickness at its thickest point.', 'Make sure you only turn the fish once.', ""If you don't have a grilling basket, try wrapping the fish in a banana leaf, it will help prevent the fish from falling apart, while allowing the flavor of the grill to penetrate the snapper."", 'To bake the fish: Preheat the oven to 400 degrees F.', 'Transfer the marinated fish to a large, well-greased oval ceramic casserole or roasting dish.', 'A large oval saute pan also works well.', 'Bake for 12 to 15 minutes per inch of thickness at the thickest part.', 'The fish is done when the thickest part has a moist and juicy appearance.', 'Do not cook until flaky, this means the fish is overdone and will taste dry.', 'Check the readiness of the fish by gently lifting the fillet away from the bone along the dorsal fin near the head.', 'An instant thermometer can also tell you when the fish is done.', 'It should read approximately140 degrees F.', 'To serve, spread the jicama slaw onto a large oval serving dish, and place the grilled fish on top for a wonderful looking (and tasting) dish.']",www.foodnetwork.com/recipes/whole-grilled-red-snapper-with-jicama-slaw-recipe.html,Recipes1M,"['red snapper', 'extra-virgin olive oil', 'cilantro', 'lemon', 'jicama', 'carrot', 'scallions', 'cilantro', 'rice wine vinegar', 'lime juice', 'sugar', 'chile paste']"
737254,Pineapple Delight,"['1 (16 oz.) can pineapple and juice', '1 1/2 c. light Cool Whip or plain yogurt', '1 pkg. sugar-free pistachio pudding']","['Empty pineapple and juice in a bowl.', 'Add pudding mix until well blended.', 'Blend in Cool Whip.']",www.cookbooks.com/Recipe-Details.aspx?id=326419,Gathered,"['pineapple', 'light', 'sugar']"
36115,Beat 'N Eat Frosting,"['1 egg white, unbeaten', '1/4 tsp. cream of tartar', '1 tsp. vanilla', '1/4 c. boiling water', ""1 pkg. Baker's coconut""]","['Mix first 3 ingredients in small deep bowl.', 'Add boiling water. Beat to stiff peaks with eggbeater or electric beater.', 'Spread between layers and on top and sides of 8-inch cake.', 'Sprinkle with coconut.']",www.cookbooks.com/Recipe-Details.aspx?id=517300,Gathered,"['egg', 'cream of tartar', 'vanilla', 'boiling water', 'coconut']"
2150787,JELL-O Microwave Apple Bread Pudding,"['2 1/2 cups milk', '1 pkg (6-serving size) Jell-O Vanilla Cooked Pudding and Pie Filling', '2 eggs, beaten', '1/2 cup raisins', '2 medium apples, peeled and chopped Safeway 1 lb For $0.99 thru 02/09', '6 slices raisin, white or whole wheat bread, cubed', '1/4 cup packed brown sugar', '1/2 tsp. ground cinnamon']","['GRADUALLY whisk milk into pudding mix in a large microwaveable bowl.', 'Cook in the microwave on HIGH power for 5 minutes, stirring twice.', 'Add eggs, stirring well and continue to cook on HIGH power for another 3 minutes, stirring once.', 'STIR in raisins and apples.', 'Cook 4 minutes more, stirring once.', 'Gently stir in bread cubes and cook another minute.', 'BLEND sugar and cinnamon and sprinkle over pudding.', 'Serve warm.']",www.kraftrecipes.com/recipes/jell-o-microwave-apple-bread-pudding-85249.aspx,Recipes1M,"['milk', 'Pie Filling', 'eggs', 'raisins', 'apples', 'raisin', 'brown sugar', 'ground cinnamon']"
121975,Gingerbread People With Storybook Frosting,"['1 c. butter-flavored Crisco', '1 egg', ""1 c. Grandma's lite molasses"", '1 c. sugar', '2 Tbsp. apple cider vinegar', '5 c. flour', '1 1/2 tsp. baking soda', '1/2 tsp. salt', '1 Tbsp. ginger', '2 tsp. cinnamon', '1 tsp. cloves']","['Cream together shortening and sugar.', 'Stir in egg, molasses and vinegar.', 'Sift together remaining dry ingredients.', 'Mix together and chill overnight.', 'Roll out on floured board, making them 1/4-inch thick.', 'Cut into gingerbread people and bake on greased sheet at 375° for 8 to 10 minutes.']",www.cookbooks.com/Recipe-Details.aspx?id=867923,Gathered,"['butter', 'egg', ""Grandma's"", 'sugar', 'apple cider vinegar', 'flour', 'baking soda', 'salt', 'ginger', 'cinnamon', 'cloves']"
1506081,Chocolate Nougat Cake,"['1/3 cup butter, softened', '1-1/4 cups plus 2 tablespoons sugar, divided', '2 large eggs, separated', '2 ounces unsweetened chocolate, melted', '1-1/3 cups all-purpose flour', '1-1/4 teaspoons baking powder', '1/2 teaspoon salt', '3/4 cup plus 2 tablespoons whole milk', '1/2 cup finely chopped nuts', '1-1/2 cups sugar', '1/3 cup cold water', '2 large egg whites, room temperature', '1/4 teaspoon cream of tartar', '1 teaspoon vanilla extract']","['In a large bowl, cream butter and 3/4 cup plus 2 tablespoons sugar until fluffy. Blend in egg yolks and chocolate. Sift together flour, baking powder and salt; add alternately with milk to creamed mixture. stir in nuts. Beat egg whites with remaining sugar until stiff peaks form; fold gently into batter.', 'Pour into two greased and floured 8-in. round baking pans. Bake at 350° for 30-35 minutes. Cool in pans on a rack for 10 minutes before removing from pans. Cool completely.', 'For frosting, combine all ingredients except vanilla in the top of a double boiler. With an electric mixer, beat on low for 30 seconds. Cook over boiling water for 7 minutes, beating constantly on high until stiff peaks form. Remove from heat and add vanilla. Beat 2-3 minutes or until frosting has a spreading consistency. Frost cake.']",www.tasteofhome.com/recipes/chocolate-nougat-cake/,Gathered,"['butter', 'sugar', 'eggs', 'chocolate', 'flour', 'baking powder', 'salt', 'milk', 'nuts', 'sugar', 'cold water', 'egg whites', 'cream of tartar', 'vanilla']"
19019,Chocolate Cake,"['1 box chocolate cake mix with pudding', '1 c. water', '1 c. mayonnaise', '3 eggs']","['Mix together and beat for 2 minutes.', 'Bake at 350° for 1 hour. When it is done, it is very moist.', 'Pour confectioners sugar over entire cake.']",www.cookbooks.com/Recipe-Details.aspx?id=453811,Gathered,"['chocolate cake', 'water', 'mayonnaise', 'eggs']"
147301,Coconut Cake,"['1 Duncan Hines cake mix', '2 c. sugar', '2 c. milk', '1 stick margarine', '1 tsp. vanilla', '14 oz. coconut']","['Prepare cake mix according to package directions.', 'Bake in 3 (9-inch)', 'cake', 'pans.', 'For icing, combine sugar and milk and cook over', 'medium heat.\tAdd margarine, vanilla and coconut.', 'Let cook until thick enough to spread on cake.']",www.cookbooks.com/Recipe-Details.aspx?id=571001,Gathered,"['cake', 'sugar', 'milk', 'margarine', 'vanilla', 'coconut']"
707215,Garden Vegetable Salad,"['1 c. thinly sliced carrots', '2 Tbsp. water', '2 c. broccoli pieces', '2 c. cauliflower pieces', '1/4 c. Italian dressing', '1 medium cucumber, sliced', '3 green onions, sliced', '1 tsp. snipped basil leaves', '6 radishes, thinly sliced and added just before serving']","['Combine carrots and water in a 2-quart microwave-safe casserole.', 'Cover with lid.', 'Microwave on High for 3 to 3 1/2 minutes.', 'Add broccoli and cauliflower.', 'Cover and microwave on High for 4 to 4 1/2 minutes.', 'Uncover and cool slightly.', 'Drain juice into Italian dressing.', 'Mix well.', 'Combine all together. Mix lightly.', 'Cover and refrigerate for at least 3 hours or overnight.', 'Add radishes just before serving.']",www.cookbooks.com/Recipe-Details.aspx?id=551023,Gathered,"['carrots', 'water', 'broccoli pieces', 'cauliflower', 'Italian dressing', 'cucumber', 'green onions', 'basil', 'radishes']"
412789,Creamy Rice Pudding,"['1 qt. milk', '3/4 c. sugar', '1/2 c. rice', 'salt', '1 egg', '1 tsp. cornstarch', '1 tsp. vanilla', '1 1/2 c. milk']","['Use a 3-quart pot.', 'To the milk, add sugar, pinch of salt and rice; bring to a boil.', 'Simmer slowly for 1 hour, stirring frequently.', 'Beat egg with cornstarch and vanilla; add 1 1/2 cups of milk and mix well.', 'Add egg-milk mixture to rice mixture; stir constantly to prevent scorching.', 'As soon as it thickens some, remove from heat and let stand 10 minutes.', 'The last addition of milk makes it creamy.']",www.cookbooks.com/Recipe-Details.aspx?id=869564,Gathered,"['milk', 'sugar', 'rice', 'salt', 'egg', 'cornstarch', 'vanilla', 'milk']"
494777,Poppy Seed Bread,"['1 1/2 tsp. poppy seed', '3 c. flour', '1 1/2 tsp. salt', '1 1/2 tsp. baking powder', '3 eggs', '1 1/2 c. milk', '1 1/8 c. cooking oil', '2 1/4 c. sugar', '1 1/2 tsp. vanilla extract', '1 1/2 tsp. almond extract', '1 1/2 tsp. butter flavoring']","['Mix all ingredients in mixer for 2 minutes.', 'Pour into two large, 4 small or 6 mini metal loaf pans, slightly greased.', 'Bake 1 hour at 325° until toothpick comes out clean.', 'Let bread cool about 5 minutes, then glaze.']",www.cookbooks.com/Recipe-Details.aspx?id=421925,Gathered,"['poppy seed', 'flour', 'salt', 'baking powder', 'eggs', 'milk', 'cooking oil', 'sugar', 'vanilla extract', 'almond extract', 'butter']"
421370,Spiced Tea,"['2/3 c. instant tea', '1 (9 oz.) jar Tang', ""1 (3 oz.) pkg. Wyler's lemonade mix"", '1 c. sugar', '1 tsp. ground cinnamon', '1/2 tsp. ground cloves', '1/4 tsp. nutmeg']","['Mix all ingredients and store in an airtight container. To serve,', 'add 1 level teaspoon of the mix to a 6-ounce cup of boiling water.', 'May', 'be', 'kept', 'unrefrigerated', 'for up to three months in an airtight container.']",www.cookbooks.com/Recipe-Details.aspx?id=571110,Gathered,"['instant tea', 'sugar', 'ground cinnamon', 'ground cloves', 'nutmeg']"
247807,Scalloped Potatoes,"['6 potatoes, sliced', '1 onion, chopped', '2 tsp. salt and pepper', '3 Tbsp. butter', '2 Tbsp. flour', '2 c. hot milk', '2 Tbsp. Parmesan cheese', '2 slices white American cheese']","['Melt butter in saucepan, add flour; season and stir until smooth.', 'Slowly add hot milk, stirring constantly.', 'When mixture thickens, melt grated cheese and American cheese in sauce.', 'Put layers of sliced potatoes, onions and cheese sauce into buttered baking dish.', 'Repeat all ingredients until gone.', 'Bake 1 1/4 to 1 1/2 hours at 350°.']",www.cookbooks.com/Recipe-Details.aspx?id=349808,Gathered,"['potatoes', 'onion', 'salt', 'butter', 'flour', 'hot milk', 'Parmesan cheese', 'cheese']"
212263,Ham Appetillas,"['1 pkg. extra large flour tortillas', '1/3 c. mayonnaise', '1/4 c. black olives, chopped', '5 oz. ham, diced small', '1 (8 oz.) pkg. cream cheese, softened', '2 Tbsp. green onion, chopped', '1 (8 oz.) container sour cream', '1/2 c. shredded Cheddar cheese']","['In a bowl, combine all ingredients except tortillas. Blend well. Put a few drops of water in a Teflon covered frypan.', 'Put on medium-low heat.', 'Place 1 tortilla in frypan. Cover and cook for 10 to 15 seconds or until it is soft enough to roll up.', 'Remove from pan.', 'Spread cream cheese mixture over.', 'Roll up tightly. Wrap in foil, twisting ends of foil to hold shut. Repeat process until all of the mixture is used. Refrigerate at least 3 hours or overnight.']",www.cookbooks.com/Recipe-Details.aspx?id=621763,Gathered,"['extra large flour tortillas', 'mayonnaise', 'black olives', 'ham', 'cream cheese', 'green onion', 'sour cream', 'Cheddar cheese']"
1677794,Warm Scampi with Bottarga and Borlotti Salad,"['4 tablespoons virgin olive oil plus 3 tablespoons', '1 tablespoon thinly sliced ginger', '12 scampi or large prawns, peeled, leaving heads intact', '1/4 cup white wine', '1 cup borlotti beans, cooked and drained', 'Juice and zest of 1 lemon', '1/2 teaspoon hot chili flakes', '1/2 cup radicchio, roughly chopped', '1 (8-ounce piece) bottarga (preserved tuna roe)']","['In a 12 to 14-inch saute pan, heat oil until smoking.', 'Add ginger and scampi and toss to coat.', 'Cook 6 to 7 minutes, until golden brown yet still very tender and add the white wine.', 'Meanwhile, place borlotti in a mixing bowl and add lemon juice, remaining oil, chili flakes and radicchio.', 'Season with salt and pepper and toss to mix well.', 'Arrange on four plates.', 'Place 3 warm scampi on each plate and sprinkle with shaved bottarga.', 'Sprinkle wit lemon zest and serve.']",www.foodnetwork.com/recipes/mario-batali/warm-scampi-with-bottarga-and-borlotti-salad-recipe.html,Recipes1M,"['virgin olive oil', 'ginger', 'prawns', 'white wine', 'borlotti beans', 'lemon', 'hot chili flakes', 'radicchio', 'bottarga']"
505180,Favorite Fudge,"['2 c. brown sugar, firmly packed', '1 c. granulated sugar', '1/2 tsp. salt', '3/4 c. evaporated milk (skim is ok)', '1/2 c. butter or oleo', '1 (7 oz.) jar marshmallow creme', '1 tsp. vanilla', '2 c. chocolate chips (12 oz. pkg.)']","['In saucepan, put sugars, salt, milk, oleo and marshmallow creme.', 'Bring to a full boil over moderate heat, stirring constantly.', 'Boil for 5 minutes (soft ball stage).', 'Remove from heat.', 'Add vanilla, chocolate chips and nuts.', 'Beat until glossy; pour into 9 x 13-inch pan sprayed with Pam.', 'Cool and cut into squares, before it is completely cool.']",www.cookbooks.com/Recipe-Details.aspx?id=387887,Gathered,"['brown sugar', 'sugar', 'salt', 'milk', 'butter', 'marshmallow creme', 'vanilla', 'chocolate chips']"
1750363,Potatoes and Sprouts #5FIX,"['1 (20 ounce) package Simply Potatoes Diced Potatoes with Onion', '2 (12 ounce) packages frozen Brussels sprouts (equivalent 2 bunches fresh Brussels sprouts, cut in half lengthwise)', '14 cup olive oil', '12 onion, diced', '3 garlic cloves, minced']","['1.', '1.', 'Heat oven to 400.', '2.', '2.', 'Place oil in a pan with a edge.', '3.', '3. place Brussel Sprouts -- flat edge down if fresh.', '4.', '4. add one bag of Simply Potatoes.', '5.', '5. add onion and salt, and toss a little on the pan so most sprout are covered with oil.', '6.', '6. minced garlic spread over the top.', '7.', '7.', 'Bake in oven until sprouts and potatoes are fork tender, turning once or twice if needed.', '(may take 30-45 min).', '8.', '8.', '(separated sprout leaves may turn crunchy--they are still good to eat).']",www.food.com/recipe/potatoes-and-sprouts-5fix-495770,Recipes1M,"['Potatoes', 'Brussels', 'olive oil', 'onion', 'garlic']"
2028781,Chicken Skewers with Cabbage Slaw,"['2 cloves Garlic, Chopped (can Use Half This Amount If Preferred)', '1/2 Lemon, Juiced', '1/4 cups Olive Oil', '1 teaspoon Dried Oregano', '1 teaspoon Black Pepper', '1/2 teaspoons Dried Parsley', '1 teaspoon Salt', '2 (6-8 Oz. Size) Boneless Skinless Chicken Breasts, Cut Into Small Cubes', '8 Small Wooden Skewers, Soaked In Cold Water For 15 Mins', '3 cups Green Cabbage Shredded', '3 cups Purple Cabbage, Shredded', '2 Medium Carrots, Grated', '1/2 Small English Cucumber, Chopped', '1 teaspoon Salt (or More To Taste)', '4 Tablespoons Vegetable Oil', '2 Tablespoons Apple Cider Vinegar', '1 Tablespoon Chopped Parsley (optional)']","['For the chicken skewers: Combine all ingredients for the marinade (garlic through salt) in a large bowl and add meat.', 'Toss to make sure it is evenly coated in marinade.', 'Transfer to a zip lock bag, put the bag into a dish and put it into the refrigerator.', 'Let the meat marinate for at least 30 minutes, or for best results 6 hours to overnight.', 'Preheat grill to 400 F (medium-high heat ), clean and lightly oil the grate.', 'Thread chicken on the skewers and grill for 5 minutes per side, or until done.', 'Remove to a clean platter.', 'For the cabbage slaw: In a large bowl combine cabbage, carrots and cucumber (optional).', 'In a separate bowl mix together salt, oil and vinegar.', 'Pour dressing over vegetables and toss.', 'Taste and add more salt, oil or vinegar if needed.', 'Add fresh parsley (optional).', 'Serve.']",tastykitchen.com/recipes/main-courses/chicken-skewers-with-cabbage-slaw/,Recipes1M,"['Garlic', 'Lemon', 'Olive Oil', 'Oregano', 'Black Pepper', 'Parsley', 'Salt', 'Chicken Breasts', 'Wooden Skewers', 'Green Cabbage', 'Purple Cabbage', 'Carrots', 'Cucumber', 'Salt', 'Vegetable Oil', 'Apple Cider Vinegar', 'Parsley']"
